condition,target,source,lag,n_subjects,n_groups,n_missing,median,mean,n_positive,fraction_positive,ci_low,ci_high,ci_status,estimand,is_synthetic,synthetic_notice,protocol_id
speaking,mouth,right_eyelid,5,30,15,0,-0.0004024601582145,-0.00031963025351103026,9,0.3,-0.00069424038105195,-0.00015466016291829998,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,mouth,right_eyelid,6,30,15,0,-0.00047592467249795,-0.00038589651365429026,8,0.26666666666666666,-0.0007930617782702,-0.0002065898541392,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,mouth,right_eyelid,7,30,15,0,-0.00054008841823115,-0.00044752442026299105,8,0.26666666666666666,-0.0008661583811338501,-0.00026316719825355,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,mouth,right_eyelid,8,30,15,0,-0.00057854719411735,-0.0004885190352737457,6,0.2,-0.00089568429988965,-0.00030921237575865,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,mouth,right_eyelid,9,30,15,0,-0.0005779593437005,-0.0004951294389970789,6,0.2,-0.000869739566538,-0.00033015934840439996,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,mouth,right_eyelid,10,30,15,0,-0.0005351612182806,-0.0004630723041787925,6,0.2,-0.00078910476072525,-0.000319494755313,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,mouth,right_eyelid,11,30,15,0,-0.00045976105876545,-0.00040041083859358224,5,0.16666666666666666,-0.0006688307242347,-0.0002822046033757,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,mouth,right_eyelid,12,30,15,0,-0.0003699796862072,-0.0003237576882618938,5,0.16666666666666666,-0.0005328033053911,-0.0002316985797103,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,mouth,right_eyelid,13,30,15,0,-0.00028449198147640004,-0.0002504395896312927,5,0.16666666666666666,-0.0004044464172118,-0.00018261835782255,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,mouth,right_eyelid,14,30,15,0,-0.00021558929492565,-0.00019185812990465953,4,0.13333333333333333,-0.00029918572839755,-0.0001445934076114,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,mouth,right_eyelid,15,30,15,0,-0.00016709884284205,-0.00015145429465819772,2,0.06666666666666667,-0.00022220900832655002,-0.00012029546934734999,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,jaw,1,30,15,0,-0.00015939860980035002,-0.00013354016057772435,9,0.3,-0.00021204167859055002,-4.547510919626196e-06,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,jaw,2,30,15,0,-0.00019255495376114997,-0.00015745524058170086,12,0.4,-0.0002640115441975,1.76366594109292e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,jaw,3,30,15,0,-0.0002435307219476,-0.0001984617981067388,12,0.4,-0.00033528280025775005,2.636065173995629e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,jaw,4,30,15,0,-0.00031875902835395,-0.00026401669092003825,11,0.36666666666666664,-0.00043020440585735,9.06075054909767e-06,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,jaw,5,30,15,0,-0.00042051837859405003,-0.0003576196284964664,9,0.3,-0.0005485687191111,-4.385462405211106e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,jaw,6,30,15,0,-0.00054089270709365,-0.00047252780090274526,9,0.3,-0.0006800711407442,-0.00013149534697409998,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,jaw,7,30,15,0,-0.0006583731159373,-0.000588082563303238,7,0.23333333333333334,-0.000801471813224,-0.00023744418773274998,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,jaw,8,30,15,0,-0.00074213760491865,-0.0006737726987277214,6,0.2,-0.00088131603856915,-0.00033274024479910003,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,jaw,9,30,15,0,-0.00076467592894605,-0.0007017771788484459,3,0.1,-0.0008927262694631,-0.00038801217440405,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,jaw,10,30,15,0,-0.0007160989873709999,-0.0006613566499370522,3,0.1,-0.0008275443648743999,-0.0003882792084679,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,jaw,11,30,15,0,-0.0006101636807131999,-0.0005650947568723076,0,0.0,-0.0007019157590232999,-0.0003402723070256,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,jaw,12,30,15,0,-0.00047730854364205,-0.0004422088304625647,0,0.0,-0.0005487651340784,-0.0002671169304699,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,jaw,13,30,15,0,-0.00034971835214240004,-0.00032385990291974376,0,0.0,-0.00040236142093260003,-0.00019486725326165,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,jaw,14,30,15,0,-0.00024856828443455003,-0.0002305474908150987,0,0.0,-0.0002852553212323,-0.00014065231195495,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,jaw,15,30,15,0,-0.0001800924170503,-0.0001682123777078962,0,0.0,-0.000204278002309,-0.00010894982334415,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,left_brow,1,30,15,0,-7.92999962534271e-05,-7.906156560656792e-05,14,0.4666666666666667,-0.0002691363636625,1.0646701706975084e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,left_brow,2,30,15,0,-5.882098648579562e-05,-5.8497345758317396e-05,14,0.4666666666666667,-0.0003165008647227,6.327076281691709e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,left_brow,3,30,15,0,-2.0051549827657892e-05,-1.9635986907710903e-05,14,0.4666666666666667,-0.0003509190628528,0.00013671735944484998,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,left_brow,4,30,15,0,4.582244125985813e-05,4.63271989432052e-05,17,0.5666666666666667,-0.0003560611516988,0.00023623960233625,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,left_brow,5,30,15,0,0.00014339836174219998,0.00014397832651675895,17,0.5666666666666667,-0.000318364450493,0.0003621869993902,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,left_brow,6,30,15,0,0.0002660114478598,0.00026664181392180585,18,0.6,-0.000235880422677,0.0005038137041086,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,left_brow,7,30,15,0,0.00039153544942995,0.00039218357112468205,20,0.6666666666666666,-0.0001244932984788,0.0006360359240256,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,left_brow,8,30,15,0,0.0004867039308533,0.0004873342969153114,20,0.6666666666666666,-1.5187939683518337e-05,0.0007245061871021499,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,left_brow,9,30,15,0,0.0005208140634521,0.0005213940282266432,23,0.7666666666666667,5.9051251216862485e-05,0.0007396027011001,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,left_brow,10,30,15,0,0.0004815599088714,0.00048206466655475484,23,0.7666666666666667,7.967631591268044e-05,0.0006719770699478,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,left_brow,11,30,15,0,0.00038201150315765,0.0003824270660776175,23,0.7666666666666667,5.11439901324795e-05,0.0005387804124302,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,left_brow,12,30,15,0,0.0002534501690631,0.00025377380979056636,20,0.6666666666666666,-4.229709173808778e-06,0.00037554191836580003,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,left_brow,13,30,15,0,0.00012941156341385,0.00012964999406075547,20,0.6666666666666666,-6.0424803995175885e-05,0.00021935826137425,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,left_brow,14,30,15,0,3.195600887386267e-05,3.212217156375851e-05,17,0.5666666666666667,-0.0001003412518432,9.464000305848732e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,left_brow,15,30,15,0,-3.258401374555981e-05,-3.2474472549134135e-05,14,0.4666666666666667,-0.0001197997432744,8.739822084209096e-06,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,left_cheek,1,30,15,0,-4.7597350124791056e-05,-7.07037850851914e-05,14,0.4666666666666667,-0.0002013320551369,3.244824137289652e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,left_cheek,2,30,15,0,-2.8875127726742632e-05,-6.023931483349711e-05,14,0.4666666666666667,-0.00023755137142525,7.977706864655074e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,left_cheek,3,30,15,0,-8.698897450356343e-06,-4.897131086918743e-05,15,0.5,-0.0002766444982182,0.0001308132842718,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,left_cheek,4,30,15,0,1.0794970690375903e-05,-3.812135250466525e-05,15,0.5,-0.0003146614023742,0.0001802514892207,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,left_cheek,5,30,15,0,2.6932808114338378e-05,-2.927187244118197e-05,15,0.5,-0.00034701540156445,0.0002216377423767,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,left_cheek,6,30,15,0,3.6788968845974206e-05,-2.430012605187237e-05,16,0.5333333333333333,-0.0003696568545651,0.0002484145503575,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,left_cheek,7,30,15,0,3.736370838515468e-05,-2.5446093888183865e-05,16,0.5333333333333333,-0.00038053054665275,0.0002549501852015,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,left_cheek,8,30,15,0,2.5561132427663787e-05,-3.5527962470180046e-05,15,0.5,-0.0003808846909834,0.0002371867139392,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,left_cheek,9,30,15,0,-1.7938084769554552e-06,-5.799848903248134e-05,15,0.5,-0.00037574201815575,0.0001929111257854,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,left_cheek,10,30,15,0,-4.725636503599912e-05,-9.617268823102606e-05,14,0.4666666666666667,-0.00037271273810055,0.0001222001534943,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,left_cheek,11,30,15,0,-0.00011080107251984245,-0.000151073485938688,14,0.4666666666666667,-0.0003787466732877,2.871110920238569e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,left_cheek,12,30,15,0,-0.000187059955632,-0.00021842414273877953,10,0.3333333333333333,-0.00039573619933055,-7.840775925874871e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,left_cheek,13,30,15,0,-0.0002638188626065,-0.00028692529756691023,0,0.0,-0.0004175535676186,-0.0001837732711088,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,left_cheek,14,30,15,0,-0.0003242941171032,-0.0003403970276883601,0,0.0,-0.00043143207295344996,-0.0002685102194647,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,left_cheek,15,30,15,0,-0.0003535598825569,-0.0003641755754790933,0,0.0,-0.00042418957609,-0.0003167848707226,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,left_eyelid,1,30,15,0,-3.815716733269201e-05,-2.20682069073761e-05,12,0.4,-0.00018929751931,6.668329173932508e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,left_eyelid,2,30,15,0,3.37137436749943e-05,5.555255896594304e-05,16,0.5333333333333333,-0.0001714409799732,0.0001760219699473,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,left_eyelid,3,30,15,0,0.00012985548232375001,0.00015789707622775146,18,0.6,-0.000133568397194,0.0003125828618613,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,left_eyelid,4,30,15,0,0.00023096925890540003,0.00026502958839310996,20,0.6666666666666666,-8.899486874137767e-05,0.0004529165125026,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,left_eyelid,5,30,15,0,0.00030689582358330004,0.0003460310204548715,20,0.6666666666666666,-6.074181573622987e-05,0.0005619124248692,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,left_eyelid,6,30,15,0,0.00032968743359869997,0.0003722236375572237,20,0.6666666666666666,-6.989940533411437e-05,0.0006068660102315,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,left_eyelid,7,30,15,0,0.00028879873125345,0.00033253306001639,20,0.6666666666666666,-0.0001220433410733,0.0005737846460362,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,left_eyelid,8,30,15,0,0.00019761759896225,0.0002401538029207854,18,0.6,-0.0002019692399705,0.0004747961755951,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,left_eyelid,9,30,15,0,8.620334058982672e-05,0.0001253385374613612,16,0.5333333333333333,-0.0002814342987297,0.0003412199418757,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,left_eyelid,10,30,15,0,-1.4376608167985996e-05,1.9683721319671403e-05,14,0.4666666666666667,-0.0003343407358148,0.0002075706454291,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,left_eyelid,11,30,15,0,-8.518950229424293e-05,-5.7147908390304024e-05,12,0.4,-0.0003486133818121,9.753787724323636e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,left_eyelid,12,30,15,0,-0.00012300344223685,-0.00010116462694593696,12,0.4,-0.0003281581658851,1.93047840354706e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,left_eyelid,13,30,15,0,-0.0001353833382635,-0.0001192943778382055,8,0.26666666666666666,-0.0002865236902408,-3.0542879191517054e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,left_eyelid,14,30,15,0,-0.00013318409293285,-0.00012197167130311345,8,0.26666666666666666,-0.0002385140401043,-6.012061338549982e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,left_eyelid,15,30,15,0,-0.00012530624802965,-0.00011791456412836419,5,0.16666666666666666,-0.0001947440287819,-7.713983372820143e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,mouth,1,30,15,0,-6.410399431245836e-05,-9.082087126977216e-05,12,0.4,-0.0002238066328013,-1.397446758602365e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,mouth,2,30,15,0,-6.761107881394803e-05,-0.00010387600368154508,13,0.43333333333333335,-0.0002843880694483,4.3368267851852035e-07,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,mouth,3,30,15,0,-9.222057905122598e-05,-0.00013878566431547583,13,0.43333333333333335,-0.00037056774477885,-4.8493758224351524e-06,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,mouth,4,30,15,0,-0.00015138388766769404,-0.00020794351663009427,12,0.4,-0.00048947437600155,-4.5259678754962576e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,mouth,5,30,15,0,-0.00025375812311875,-0.00031874493468875135,12,0.4,-0.0006422228860958,-0.0001318217862979,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,mouth,6,30,15,0,-0.000393822032388,-0.00046445646104889847,8,0.26666666666666666,-0.00081604595636405,-0.0002612889341136,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,mouth,7,30,15,0,-0.00054597516606775,-0.000618599167213919,7,0.23333333333333334,-0.00098009194622885,-0.00040970898449790003,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,mouth,8,30,15,0,-0.00066941732402895,-0.0007400517526898147,0,0.0,-0.0010916412480050002,-0.0005368842257546,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,mouth,9,30,15,0,-0.0007250654779128499,-0.0007900522894827833,0,0.0,-0.0011135302408899,-0.000603129141092,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,mouth,10,30,15,0,-0.0006955220152396,-0.0007520816442020165,0,0.0,-0.00103361250357355,-0.00058939780632685,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,mouth,11,30,15,0,-0.0005943069339761,-0.0006408720192403601,0,0.0,-0.0008726540997038,-0.0005069357307473,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,mouth,12,30,15,0,-0.00045756754229295,-0.0004938324671605267,0,0.0,-0.0006743445329274,-0.00038952278080045,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,mouth,13,30,15,0,-0.00032473780646205,-0.0003514546834193409,0,0.0,-0.0004844404449509,-0.0002746082797356,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,mouth,14,30,15,0,-0.0002217527424086,-0.00024037177565602817,0,0.0,-0.00033304976041265003,-0.00018681739699785,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,mouth,15,30,15,0,-0.000155819860282,-0.00016809428349378333,0,0.0,-0.00022919137657045,-0.00013278906115715,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,right_cheek,1,24,12,6,-5.955180832242779e-05,-7.709837684557115e-05,11,0.4583333333333333,-0.0001615644953329,0.00011210913243121102,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,right_cheek,2,24,12,6,-5.9176891970694114e-05,-8.299423372784994e-05,11,0.4583333333333333,-0.00019764676013265002,0.00017383204575355,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,right_cheek,3,24,12,6,-7.672352217770212e-05,-0.00010730559435185434,11,0.4583333333333333,-0.00025452235234305,0.00022246587617565002,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,right_cheek,4,24,12,6,-0.00012416252075864235,-0.00016130860661365244,11,0.4583333333333333,-0.00034012338085455,0.0002392436936685,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,right_cheek,5,24,12,6,-0.00020940489371355,-0.00025208561362466956,9,0.375,-0.0004575431502581,0.0002081475480824,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,right_cheek,6,24,12,6,-0.0003281229889108,-0.0003745128362187021,8,0.3333333333333333,-0.0005978254647903,0.00012571645096472504,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,right_cheek,7,24,12,6,-0.0004585631554547,-0.0005062596738229752,6,0.25,-0.0007358623888276,8.059660452087051e-06,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,right_cheek,8,24,12,6,-0.00056567198434935,-0.0006120618316571984,4,0.16666666666666666,-0.0008353744602288,-0.00011183254447375602,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,right_cheek,9,24,12,6,-0.00061564764193865,-0.0006583283618497635,0,0.0,-0.00086378589848325,-0.0001980952001426,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,right_cheek,10,24,12,6,-0.0005931816568073,-0.0006303277426622886,0,0.0,-0.0008091425169032499,-0.0002297754423801,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,right_cheek,11,24,12,6,-0.0005094961886686501,-0.0005400782608427748,0,0.0,-0.00068729501883405,-0.00021030679031524999,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,right_cheek,12,24,12,6,-0.00039529934751999997,-0.00041911668927718386,0,0.0,-0.00053376921568205,-0.00016229040979575,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,right_cheek,13,24,12,6,-0.0002842047763931,-0.00030175134491624574,0,0.0,-0.0003862174634036,-0.00011254383563945163,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,right_cheek,14,24,12,6,-0.0001983186994141,-0.00021054693040209005,0,0.0,-0.00026941150019864997,-7.8687921898901e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,right_cheek,15,24,12,6,-0.0001437457819356,-0.00015180712863835299,0,0.0,-0.00019061304472749998,-6.48803127751051e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,right_eyelid,1,30,15,0,-0.0001463468851896,-0.00011291044840936464,11,0.36666666666666664,-0.0001957605919238,5.0110325433659966e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,right_eyelid,2,30,15,0,-0.00015851473745924998,-0.00011312882391803133,11,0.36666666666666664,-0.00022558786000305002,0.0001081521336101,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,right_eyelid,3,30,15,0,-0.0001660371983039,-0.00010776053175736614,14,0.4666666666666667,-0.00025216079242675,0.0001763698419378,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,right_eyelid,4,30,15,0,-0.0001638422977013,-9.305736048202617e-05,14,0.4666666666666667,-0.0002684511156785,0.0002520576204518,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,right_eyelid,5,30,15,0,-0.00014786794432130002,-6.653630439636132e-05,14,0.4666666666666667,-0.00026806310237225,0.000329999575477,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,right_eyelid,6,30,15,0,-0.0001179351695081,-2.9535480719423352e-05,14,0.4666666666666667,-0.00024857577352645,0.0004014609728954,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
